0.0646429	0.336215	0.518695	0.47601	1.40508	0.680711	0.990946	1.0485	-1.11185	0.043572	5.7979	0.967254
0.648229	0.677497	0.491972	0.531379	0.328351	1.70126	1.50038	0.909114	0.251194	0.359418	0.356009	-3.55249
0.45436	0.205974	0.346203	0.564993	0.809354	1.73849	0.904455	0.968846	0.372892	0.440298	-3.50578	1.44488
0.673722	0.86636	0.542919	0.494591	2.39408	1.23599	0.932851	1.07837	3.20548	-1.75218	0.288077	0.142792
0.510966	0.504577	0.427152	0.525351	4.17985	0.697462	1.00052	1.10063	-2.54754	1.37636	-0.139983	1.4896
0.843279	0.28208	0.443473	0.522857	0.172974	0.348298	1.10996	0.776236	-0.115242	-1.29664	0.093555	-1.37373
0.35464	0.431532	0.403621	0.480362	0.0733308	0.423894	1.12298	1.09882	-0.126392	3.45746	-0.0812134	-0.372314
0.612854	0.183126	0.491962	0.560944	2.39216	0.40433	0.946257	1.05892	-56.6137	1.86615	5.05565	-0.478389
0.848069	0.630433	0.451071	0.527446	1.771	0.19963	1.47991	1.10572	0.342262	-0.392452	0.14645	-1.50071
0.183291	0.634959	0.3779	0.495136	2.33007	0.582253	0.978351	0.871498	0.908364	-2.51309	-8.68916	1.32024
0.145803	0.289973	0.487916	0.510701	2.86336	0.369175	0.832617	1.09203	-50.1666	-0.845215	-0.302281	1.17407
0.983377	0.460222	0.511059	0.493231	0.00647373	0.754027	1.41943	0.923427	-1.48103	-4.98176	-0.508185	-0.640537
0.563003	0.531728	0.542024	0.436061	0.00274967	0.326597	1.02619	1.06501	0.554021	2.90033	3.41917	-0.273211
0.637986	0.585585	0.597961	0.489102	0.234174	0.210465	0.599539	1.01186	-0.980208	0.592345	1.02062	16.9056
0.499526	0.851188	0.572889	0.49764	0.367821	0.192041	0.833055	0.995735	-2.63614	1.37007	-6.90737	-6.55105
0.115761	0.363507	0.398188	0.55851	3.87035	0.218945	1.52747	0.873211	-4.47991	-0.0536694	0.806048	-13.1673
0.424289	0.243791	0.406205	0.506211	2.91212	1.919	1.41498	0.921621	0.430223	0.41507	0.185833	1.78015
0.713072	0.340306	0.440789	0.441193	0.985613	0.656534	1.29013	1.09556	-0.301256	2.43149	-0.173261	0.273166
0.923249	0.423479	0.380475	0.516702	0.413214	0.324781	1.69292	0.915435	-1.21426	-8.384	6.70071	2.45293
0.736153	0.795556	0.665	0.551947	0.130255	0.367302	1.07268	1.19184	0.0148662	-4.25648	-1.00969	-0.899265
0.499122	0.767741	0.571034	0.550961	0.40596	0.735572	1.12574	1.05568	0.400647	11.7953	-4.21362	0.426647
0.75969	0.939547	0.457298	0.494632	0.755551	3.39669	0.787643	1.12003	-1.67484	0.299155	-0.561678	-3.09296
0.321587	0.487906	0.491975	0.512859	1.7183	1.95686	1.39249	1.02499	0.766335	-0.136863	0.782757	1.06664
0.921693	0.510758	0.764087	0.556299	0.866901	0.909304	0.621117	0.964009	0.0307635	-0.199026	-2.73942	-26.8736
0.826608	0.411364	0.580803	0.497087	0.899923	1.53934	0.791275	0.930618	-0.298687	-0.634811	-0.802455	-1.06724
0.535035	0.390659	0.372775	0.465853	0.629947	0.605202	1.35334	0.855568	0.778699	0.605779	2.16948	0.517713
0.568271	0.633865	0.345747	0.476527	2.58755	0.792788	0.958237	0.960211	-0.374264	-0.621413	0.695202	-1.23583
0.518866	0.660079	0.409904	0.489006	0.545999	0.279934	0.921922	0.882914	-0.237854	-0.437351	-0.0164261	-3.69511
0.0689887	0.541532	0.469266	0.482952	0.668603	0.611539	0.735094	0.812458	-3.1536	0.985031	1.10059	4.37734
0.284428	0.062241	0.570796	0.542381	0.990621	0.938929	1.04877	0.896217	0.80774	1.11635	-0.339141	-0.14411
0.679686	0.712138	0.470817	0.542794	0.359443	0.0974571	0.956663	0.870118	-1.54577	-1.97021	-0.247531	-0.423861
0.740714	0.469914	0.495774	0.50447	0.0733248	0.317896	1.14069	1.07313	0.801303	-0.348448	-4.59687	0.0665684
0.920737	0.60694	0.431696	0.499491	1.54546	1.17855	0.836092	1.0132	-0.486071	0.317847	0.341124	0.300174
0.995633	0.387067	0.573059	0.481057	0.654169	1.32521	0.929137	1.02113	1.63446	1.64157	-0.541501	0.0517196
0.718295	0.462382	0.467366	0.534971	2.29193	0.127622	1.11412	1.06678	-0.00276876	0.0227658	2.1251	-6.03806
